Country,City,Starting_a_business_score,Dealing_with_construction_permits_score,Getting_Electricity_score,Registering_Property_score,Getting_Credit_score,Strength_of_minority_investors_protection_score,Paying_taxes_score,Trading_across_borders_score,Enforcing_contracts_score,Resolving_insolvency_score
Colombia,Cartagena,64.6084803530633,,,54.79683608879103,,,26.07921724858704,,,
Colombia,Cúcuta,68.53816951926075,,,57.25590248824896,,,29.027401099787983,,,
Colombia,Manizales,63.64630702146559,,,64.32447867292422,,,29.440963695673556,,,
Colombia,Medellín,67.66217632968663,,,60.120954229373865,,,26.119163784932073,,,
Colombia,Neiva,59.36779336427,,,54.437433080100924,,,27.12807409993401,,,
Colombia,Pereira,74.01503809268232,,,60.1823556381002,,,34.8492034035208,,,
Colombia,Popayán,58.557459955821685,,,59.82006899286099,,,26.905677682695654,,,
Colombia,Santa Marta,66.50750941034059,,,62.76285491840566,,,24.370618642368413,,,
Colombia,Villavicencio,74.37410122807829,,,60.71360142966616,,,27.59465239686237,,,
Colombia,Barranquilla-port,,,,,,,,74.1776427964685,,
Colombia,Bogota-port,,,,,,,,67.43780509364417,,
Colombia,Bucaramanga-port,,,,,,,,68.53241790198292,,
Colombia,Cali-port,,,,,,,,70.94090244367196,,
Colombia,Cartagena-port,,,,,,,,74.14806813459747,,
Colombia,Cúcuta-port,,,,,,,,66.89074491001055,,
Colombia,Manizales-port,,,,,,,,68.91356167517311,,
Colombia,Medellín-port,,,,,,,,68.9242949758388,,
Colombia,Neiva-port,,,,,,,,67.4082541343024,,
Colombia,Pereira-port,,,,,,,,69.82439552994423,,
Colombia,Popayán-port,,,,,,,,68.1496351593526,,
Colombia,Santa Marta-port,,,,,,,,75.2024786289819,,
Colombia,Villavicencio-port,,,,,,,,66.3486342833309,,
Colombia,Barranquilla,82.23147387242304,,,55.014287786083536,,,57.24802675054735,,42.382287029873275,
Colombia,Bogotá,81.55338806054957,,,75.7599843014893,,,54.822867019577636,,33.439960629921195,
Colombia,Manizales,84.06363528306287,,,68.87640152295616,,,56.11418156703723,,66.02816048912636,
Colombia,Medellín,83.39713848594145,,,66.46927087274675,,,53.55457090998619,,53.759420675562865,
Colombia,Santa Marta,84.01576347445155,,,63.72731616560884,,,56.898795133077876,,66.8893578167909,
Colombia,Cartagena,76.20680155736599,,,58.03649558643274,,,57.05924125156309,,37.46789414949075,
Colombia,Cúcuta,81.27170185276746,,,57.92467617747655,,,58.32532295202224,,51.41935604798223,
Colombia,Ibagué,80.84952135740733,,,74.10515265524232,,,63.20306153598252,,64.36373313705985,
Colombia,Valledupar,73.20785282891507,,,65.43923718862396,,,60.340595905079546,,65.68028005365339,
Colombia,Dosquebradas,72.78333463836225,,,62.12860436019354,,,63.0945022533127,,,
Colombia,Montería,72.65697845135728,,,60.79760116032096,,,62.22803438899107,,63.59400684331316,
Colombia,Pasto,79.0998803675165,,,62.10518633865971,,,54.891757866309,,43.46253998849752,
Colombia,Pereira,85.27760481439674,,,65.03215892470969,,,56.14215724875183,,64.9449407014581,
Colombia,Riohacha,74.08349259961018,,,69.39965808254983,,,58.51180713348841,,48.62128880028183,
Colombia,Sincelejo,77.62938925545998,,,65.59157692506021,,,63.6559098804285,,66.13719385379467,
Colombia,Villavicencio,81.92588778214147,,,62.04548446212527,,,62.09103357934854,,61.6883384994361,
Colombia,Armenia,85.16305726387355,,,63.66256928661085,,,56.960588715106475,,68.3158938659014,
Colombia,Neiva,84.17634924531203,,,62.089130494270044,,,58.82571733280653,,46.13806408176472,
Colombia,Popayán,75.06929587784991,,,63.25357524587616,,,61.4770709850726,,49.421402070051194,
Colombia,Tunja,68.70393009223463,,,67.67649002652149,,,60.107995919118075,,55.21500416854071,
Colombia,Bucaramanga,76.44964707526421,,,58.02536663043504,,,61.3740891886224,,53.62432526127558,
Colombia,Cali,80.34419344704457,,,63.64109132652047,,,54.117027748269415,,40.32448324664541,
Colombia,Palmira,83.76082687079759,,,60.54370309817754,,,51.71507989543624,,,
Colombia,Barranquilla-port,,,,,,,,72.18572396096,,
Colombia,Buenaventura-port,,,,,,,,67.81030021346119,,
Colombia,Cartagena-port,,,,,,,,71.68928268993797,,
Colombia,Santa Marta-port,,,,,,,,73.59178808726742,,
Colombia,Manizales,86.38196544284133,73.57525258576625,,74.91253915338073,,,66.4650149129193,,,
Colombia,Pereira,86.36190646655231,69.21948230471322,,63.99266736586242,,,59.63599425865693,,,
Colombia,Barranquilla,84.3588768569972,60.510581424336266,,58.24451143811234,,,61.34808293117277,,,
Colombia,Bogotá,86.12368851973315,67.85341021510057,,73.56810726597462,,,61.602391637996455,,,
Colombia,Medellín,86.23160712669551,65.27137392128384,,64.21730475491222,,,64.58854037779994,,,
Colombia,Montería,77.31267263476003,73.64354926718566,,60.85145697606114,,,66.30656045545904,,,
Colombia,Puerto Carreño,70.49537817463792,71.13165813252984,,60.41699998305188,,,57.567270486159465,,,
Colombia,San José del Guaviare,76.13826132775682,75.88086875964522,,62.24717575015752,,,65.11853228879659,,,
Colombia,Santa Marta,86.36331059489255,70.21653716536444,,64.27568212836529,,,59.61998971015422,,,
Colombia,Cartagena,85.36991967551204,65.74955742891763,,58.79936983925857,,,61.066607283470425,,,
Colombia,Cúcuta,81.5980318977746,65.13446618670103,,60.99330167947502,,,63.21203682683703,,,
Colombia,Valledupar,73.03958484262793,64.53604259367323,,71.96269075250065,,,61.48013243139919,,,
Colombia,Yopal,77.45597897611273,71.11622344076878,,64.79162817766468,,,67.35219650208126,,,
Colombia,Florencia,75.00107771433876,67.60891790307866,,55.972212315531785,,,60.51398365084444,,,
Colombia,Inírida,68.64651858330957,76.37424367838999,,60.021510799045224,,,63.08037530623266,,,
Colombia,Pasto,81.40436116717677,56.67913553750091,,65.33298505077948,,,58.900495620404264,,,
Colombia,Cali,86.34977078589748,52.568599443077765,,60.88805512346312,,,58.2810460742596,,,
Colombia,Popayán,77.68584655522785,61.652134201483385,,63.46594550480089,,,65.66103800526213,,,
Colombia,Quibdó,86.00253230294757,65.80170014975171,,64.8733701102524,,,64.49364796652233,,,
Colombia,Riohacha,75.97935718487594,66.20831432602688,,69.64385968312443,,,62.44687275572418,,,
Colombia,Villavicencio,83.98594375037872,59.25545353679698,,62.72192326850086,,,66.35255959210633,,,
Colombia,Arauca,77.57794871993167,68.42869029133527,,61.221129391525245,,,59.17493429102808,,,
Colombia,Armenia,86.73124240113965,55.86905274465939,,63.91406147245191,,,60.91893928082978,,,
Colombia,Mitú,71.08845384711798,67.57440906901637,,61.50312448849447,,,66.08086510259255,,,
Colombia,Neiva,84.74558456918628,65.40658433404992,,62.148210583165515,,,63.588424423781966,,,
Colombia,Sincelejo,84.85928322730092,65.71511473353856,,59.92316967308711,,,60.53854261020194,,,
Colombia,Tunja,71.96270764510882,60.57858984710882,,67.74273539074564,,,64.18655869095979,,,
Colombia,Ibagué,84.915389002805,42.60136892252409,,74.53164527159191,,,64.811350104779,,,
Colombia,Leticia,75.82575475511916,54.67904895471687,,60.2316299749109,,,65.45834731769627,,,
Colombia,San Andrés,76.67496338969958,57.09953394492849,,61.9287111894158,,,68.91633299238957,,,
Colombia,Bucaramanga,86.4392472331368,56.52201003172584,,58.270731160994195,,,65.40877575044942,,,
Colombia,Mocoa,72.90956142214952,63.15505020740267,,57.46101111052001,,,59.16079454652927,,,
Colombia,Cartagena-port,,,,,,,,70.30501748237113,,
Colombia,Barranquilla-port,,,,,,,,72.25014019174483,,
Colombia,Buenaventura-port,,,,,,,,69.15619924267891,,
Colombia,Santa Marta-port,,,,,,,,72.38479507491962,,
Colombia,Manizales,85.80374487271699,72.04681213040384,,78.16606553037231,,,67.08975100758896,,,
Colombia,Barranquilla,85.53141718083856,61.042885767578525,,64.30806064297549,,,62.11953290249335,,,
Colombia,Pereira,86.06069197301048,69.61259242636972,,77.2743577165865,,,63.38152810130717,,,
Colombia,Bogotá,85.31399820091846,66.7206611070887,,76.75982229065731,,,62.71916710900836,,,
Colombia,Medellín,85.67403168749073,65.19520106181315,,73.79729577761618,,,65.3387812949319,,,
Colombia,Montería,80.27696905663336,71.90172244275135,,76.55665436730419,,,65.24520053481037,,,
Colombia,Puerto Carreño,70.51633733811202,71.02938370208824,,67.35913190890511,,,65.25299423821227,,,
Colombia,San José del Guaviare,76.40580346874809,75.0278990871113,,68.86024148617929,,,62.69306729333241,,,
Colombia,Santa Marta,77.11253293751665,68.54397004617029,,70.88613202685218,,,60.56238835815734,,,
Colombia,Tunja,72.24511630685595,67.07698732942835,,69.97337967409831,,,65.01125285590636,,,
Colombia,Valledupar,80.0100318679756,68.98501066411076,,77.92683108061154,,,62.19918608672833,,,
Colombia,Cartagena,84.55253906090486,62.32236961665648,,68.64915985621953,,,61.881710553901335,,,
Colombia,Cúcuta,85.84863848134246,66.52071537980362,,70.31759793636336,,,67.17126014773517,,,
Colombia,Pasto,80.58618888971219,55.85433229449907,,68.65672918198004,,,59.55323207587143,,,
Colombia,Sincelejo,84.79456698736092,69.59092955182255,,66.23528061881437,,,61.36094536088075,,,
Colombia,Yopal,78.63364567927043,69.10692704946308,,77.28887254791617,,,61.70352595072433,,,
Colombia,Florencia,74.17453973458164,66.07569334976326,,62.35663257985819,,,67.82128498860793,,,
Colombia,Inírida,68.76432031015729,75.56628791250917,,66.74480768396009,,,65.74020405823573,,,
Colombia,Neiva,83.63178827091619,68.12858599955774,,72.52509923754475,,,64.18884610176518,,,
Colombia,Armenia,85.92920629046455,55.7059564550979,,72.69938372538665,,,67.94193268334712,,,
Colombia,Leticia,75.05031724598992,65.28965085116376,,66.94575079423836,,,66.38466611924382,,,
Colombia,Popayán,77.84658938971157,60.05684778021051,,72.81691171589989,,,66.16371179939271,,,
Colombia,Riohacha,75.16755338721151,65.28445227072503,,73.30016160053951,,,62.516628821850524,,,
Colombia,Villavicencio,83.14877311208971,58.16922863793806,,72.23228261301072,,,67.13753666687275,,,
Colombia,Arauca,81.75826594380996,67.2658273771625,,67.81525474367643,,,59.655387994333374,,,
Colombia,Cali,85.53001530485,45.345196246235616,,67.31343271323516,,,62.303975955956844,,,
Colombia,Mitú,70.28424427205888,66.80018026361806,,68.65120215699346,,,66.80424296196668,,,
Colombia,Quibdó,85.22171465140869,60.97852387388246,,71.21057427384264,,,67.24387166851294,,,
Colombia,Ibagué,83.82618370304918,41.38585336869128,,74.4686380484109,,,65.64209123628103,,,
Colombia,San Andrés,77.59049305822482,54.83218000081242,,68.26683894815953,,,69.68204775607451,,,
Colombia,Bucaramanga,82.18440094288466,54.72251641632882,,70.51662475076267,,,66.13446506470098,,,
Colombia,Mocoa,72.11967928328694,62.18244733213678,,61.63464658814947,,,59.62601303113683,,,
Costa Rica,San José,80.89811632139724,78.14364144340733,,78.40193918288067,,,,,,
Costa Rica,Puerto Limón-port,,,,,,,,80.8410021887326,,
Croatia,Varazdin,85.3772180484376,61.596818175158326,87.38191605446148,72.64580738043003,,,,,,
Croatia,Osijek,85.50127983426202,54.803679233784884,88.10655373562092,75.03815187803768,,,,,,
Croatia,Rijeka,87.58591157916187,54.79591517947762,85.497858083447,73.92172444582077,,,,,,
Croatia,Zagreb,82.49012034457533,46.36657568055957,86.40459890309434,72.64580738043003,,,,,,
Croatia,Split,89.55415667714486,31.554623465381272,85.20800301098323,68.65856655108394,,,,,,
Czech Republic,Brno,84.55210825860179,59.42698171327845,86.56004955138782,79.01804831309575,,,,,,
Czech Republic,Ostrava,85.3058771028229,58.07419807917802,59.84894271173082,79.17753794626958,,,,,,
Czech Republic,Usti nad Labem,85.55713338422993,58.53865962942094,56.93521999714005,79.01804831309575,,,,,,
Czech Republic,Liberec,84.55210825860179,57.78763736460241,59.2540605768502,78.8585586799219,,,,,,
Czech Republic,Olomouc,85.55713338422993,54.81957177552308,60.286806457244175,78.8585586799219,,,,,,
Czech Republic,Plzen,84.55210825860179,56.060511467171715,59.56084828887716,78.5395794135742,,,,,,
Czech Republic,Prague,83.54708313297365,57.12114920160906,93.80642636298204,78.5395794135742,,,,,,
Denmark,Aalborg,92.10597009468835,85.88920950851139,78.00713511200532,92.61368547212635,,,,,,
Denmark,Århus,92.10597009468835,87.36134613672381,80.47090322794735,92.61368547212635,,,,,,
Denmark,Copenhagen,92.10597009468835,81.87094351683139,75.55214326433331,92.61368547212635,,,,,,
Denmark,Kolding,92.10597009468835,87.08741500027531,77.28249743084591,92.61368547212635,,,,,,
Denmark,Næstved,92.10597009468835,88.89002472932255,76.99264235838213,92.61368547212635,,,,,,
Denmark,Odense,92.10597009468835,82.77611590299254,80.03612061925169,92.61368547212635,,,,,,
Dominican Republic,Dajabón,80.23121273011785,70.24201096374223,,66.99817719721634,,,,,,
Dominican Republic,Santo Domingo,81.60112238735061,70.8843458192165,,69.89927488343261,,,,,,
Dominican Republic,Puerto Caucedo-port,,,,,,,,85.55687276281428,,
Dominican Republic,Higüey,80.28032240299379,73.85931713082442,,66.81397007016274,,,,,,
Dominican Republic,Santiago de los Caballeros,80.8903659280106,58.80283037716968,,61.91936053580687,,,,,,
Dominican Republic,Puerto Plata-port,,,,,,,,85.03778402042458,,
"Egypt, Arab Rep. ",Suez,86.0959227066283,77.3667979700741,,70.99928849128588,,,,,48.71745668061984,
"Egypt, Arab Rep. ",Mansoura,87.79991639089792,76.95905757126707,,77.28583819888823,,,,,43.11636378444498,
"Egypt, Arab Rep. ",Assuit,86.36370753658305,68.04143165899791,,70.83979885811203,,,,,45.25129159060035,
"Egypt, Arab Rep. ",Port Said,85.84466642522128,67.0448889900015,,78.08328636475744,,,,,47.80954762826777,
"Egypt, Arab Rep. ",Kharga,85.83474929609264,69.58171612638972,,77.28782912945627,,,,,46.89527666623639,
"Egypt, Arab Rep. ",Sohag,86.07807187419675,69.31864829921996,,79.02611980237312,,,,,48.01009486665455,
"Egypt, Arab Rep. ",Tanta,87.55828633616508,71.89942330815349,,72.63901214932476,,,,,49.52902824354215,
"Egypt, Arab Rep. ",Zagazig,87.55828633616508,68.41806026970058,,72.96786446867162,,,,,41.613631544007816,
"Egypt, Arab Rep. ",Damietta,87.53490835709918,71.98158020357137,,58.39960747055223,,,,,52.485889315065116,
"Egypt, Arab Rep. ",Alexandria,88.0855520532842,57.354969105291595,,73.9365559022375,,,,,46.398832574206914,
"Egypt, Arab Rep. ",Aswan,85.75546515441894,57.294325275530724,,69.24490252637361,,,,,51.31578528532879,
"Egypt, Arab Rep. ",Giza,88.0855520532842,67.34667532298346,,71.54421140462985,,,,,49.67374083362531,
"Egypt, Arab Rep. ",Ismailia,86.36370753658305,71.37662841730652,,73.61757663588982,,,,,54.390036542563315,
"Egypt, Arab Rep. ",Cairo,88.0855520532842,61.70192649204872,,69.08541289319976,,,,,44.02178339387905,
"Egypt, Arab Rep. ",Fayoum,87.79991639089792,59.16489268125423,,76.32890039984515,,,,,51.93944122763342,
"Egypt, Arab Rep. ",Alexandria-port,,,,,,,,72.24569736817521,,
"Egypt, Arab Rep. ",Damietta-port,,,,,,,,72.47397128422409,,
"Egypt, Arab Rep. ",Port Said East-port,,,,,,,,71.38223766955211,,
"Egypt, Arab Rep. ",Port Said West-port,,,,,,,,72.396143164159,,
"Egypt, Arab Rep. ",Sokhna-port,,,,,,,,70.38184050817408,,
El Salvador,Santa Ana,66.19306510300439,71.30318800455865,,73.3862289126855,,,,,,
El Salvador,Soyapango,80.77808705222776,61.580565525939654,,72.20372543204158,,,,,,
El Salvador,San Miguel,69.1735282603572,65.1871147766423,,73.71015953247444,,,,,,
El Salvador,San Salvador,79.87012956979403,57.19183715159866,,75.64979572925924,,,,,,
El Salvador,Puerto de Acajutla-port,,,,,,,,76.00849207608556,,
Finland,Helsinki,88.6579412097379,71.41352316680603,81.26326805779283,73.48705834798223,,,,,,
Finland,Mariehamn,79.74649661155684,85.14979857043166,87.48020214871413,50.1502947968331,,,,,,
Finland,Oulu ,88.6579412097379,79.53835060252958,82.8910500553683,73.48705834798223,,,,,,
Finland,Tampere ,88.6579412097379,70.99335957354178,86.48246088166128,73.48705834798223,,,,,,
Finland,Turku ,88.6579412097379,67.18080046670661,81.70534121301773,73.48705834798223,,,,,,
Finland,Vaasa ,88.6579412097379,82.25992868765944,83.1131881676895,73.48705834798223,,,,,,
Greece,Patra,95.99597642765916,65.44866217732512,84.14903368032567,57.577230488370084,,,,,,
Greece,Athens,95.99597642765916,66.03688683943766,83.82580699911006,57.47878050672881,,,,,,
Greece,Heraklion,95.99597642765916,60.87825788295419,81.10555541945611,42.814550119172225,,,,,,
Greece,Thessaloniki,95.99597642765916,69.06243871481348,79.22149744844161,43.45731138537398,,,,,,
Greece,Alexandroupoli,96.2472327090662,68.04161847306096,84.72874382525322,56.36313443028843,,,,,,
Greece,Larissa,95.99597642765916,74.46316734198386,83.42439599916626,56.68211369663613,,,,,,
Guatemala,Ciudad de Guatemala,83.72472772391437,66.17944269115647,,74.07466892101162,,,,,,
Guatemala,Puerto Quetzal-port,,,,,,,,72.79427595452945,,
Guatemala,Quetzaltenango,70.33509095546802,60.371641833527256,,74.27668907658907,,,,,,
Guatemala,Escuintla,77.54762420997584,42.91064289052164,,74.07466892101162,,,,,,
Guatemala,Cobán,71.60867874035223,51.27876565435384,,73.91517928783777,,,,,,
Guatemala,Puerto Santo Tomás de Castilla-port,,,,,,,,70.09787284964095,,
Honduras,San Pedro Sula,67.38376071429512,82.64558418701039,,71.51315194433376,,,,,,
Honduras,Choluteca,66.6553123874841,52.970669462257945,,65.26226076837953,,,,,,
Honduras,Puerto Cortés,68.03807095517755,82.01763820562608,,71.84239637140622,,,,,,
Honduras,Tegucigalpa,74.83684619049123,69.36941765643381,,70.08837788798077,,,,,,
Honduras,Puerto Cortés-port,,,,,,,,76.49708097896286,,
Honduras,Puerto Castilla-port,,,,,,,,71.14573898124469,,
Hungary,Pecs,87.60583322333035,71.88190690692528,57.77788775053485,77.73050976210452,,,,,,
Hungary,Debrecen,87.60583322333035,68.06238274667804,55.31411963459282,79.32540609384296,,,,,,
Hungary,Gyor,87.31665594537336,68.91764053993559,55.16919209836093,78.84693719432141,,,,,,
Hungary,Miskolc,87.60583322333035,69.07387137054987,57.343105141839196,79.00642682749526,,,,,,
Hungary,Szeged,87.56791222678038,70.28463430390578,56.61846746067977,78.84693719432141,,,,,,
Hungary,Szekesfehervar,87.31665594537336,69.37520175406088,58.21267035923049,79.00642682749526,,,,,,
Hungary,Budapest,87.27873494882338,61.63671855679845,55.16919209836093,77.88999939527837,,,,,,
India,Ahmedabad,67.89352765336902,73.0658263494688,,66.87705397089074,,,33.74857208044977,,30.322003186499757,
India,Bengaluru,64.33625718702012,59.15842578928798,,64.03395209248444,,,33.63501546843306,,36.1887353723701,
India,Hyderabad,70.45608858760829,57.215453140871894,,59.81609135332237,,,34.77614790371489,,49.57178585603912,
India,Chennai,68.9033024348229,58.10139547142419,,53.30978801958588,,,31.512635147932087,,43.82210570380577,
India,Guwahati,67.86386719972518,75.63807743121818,,45.09569377990431,,,34.36046032422493,,52.44192802517213,
India,Bhubaneshwar,69.65902021051369,74.97965302159525,,49.4577822995013,,,32.86860923955654,,47.74176046509505,
India,Ludhiana,69.65418342779546,73.88246748313405,,57.523410262698754,,,37.09543454576349,,46.21252486488862,
India,Noida,69.84841397020685,77.04599991869175,,49.81392876129718,,,36.53212151686486,,41.75930986673321,
India,Gurgaon,69.32504325026034,79.94240146708064,,70.62055843870787,,,34.07020309828207,,33.75555918175831,
India,Jaipur,70.47087525098394,71.35961963186121,,63.31918524324866,,,37.632416573380944,,42.09448880531975,
India,New Delhi,72.24331231230164,71.03273002419749,,63.69845282533655,,,34.89740671975071,,40.02260424517936,
India,Patna,71.30465117658785,75.12172596283145,,47.54681124576002,,,26.654537530461734,,49.272601687731274,
India,Ranchi,67.96702760653247,68.31170772733846,,68.02614934902044,,,34.41710274736855,,38.876093182639764,
India,Indore,68.96746012482883,67.12820215661884,,59.08259162865732,,,34.47120402328243,,40.379516309300236,
India,Kochi,66.28275963651805,64.46155085022319,,54.186602870813395,,,33.57579509228278,,46.691289902943026,
India,Kolkata,68.48307491639261,23.44284341978867,,54.34361370335213,,,31.532089979617098,,34.88268966251282,
India,Mumbai,66.08192338743365,15.85014409221902,,65.52518229422773,,,35.74361888568174,,25.821850393700785,
India,Ahmedabad-port,,,,,,,,68.58143857095112,,
India,Bengaluru-port,,,,,,,,64.37606211634295,,
India,Bhubaneshwar-port,,,,,,,,69.95434169306053,,
India,Chennai-port,,,,,,,,68.14540997788632,,
India,Gurgaon-port,,,,,,,,62.030088489676764,,
India,Guwahati-port,,,,,,,,65.54482103206261,,
India,Hyderabad-port,,,,,,,,63.55897600888761,,
India,Indore-port,,,,,,,,62.73591126549277,,
India,Jaipur-port,,,,,,,,63.32203828609598,,
India,Kochi-port,,,,,,,,67.29513172274753,,
India,Kolkata-port,,,,,,,,65.93379273926361,,
India,Ludhiana-port,,,,,,,,64.21048431181968,,
India,Mumbai-port,,,,,,,,67.83172951723462,,
India,New Delhi-port,,,,,,,,62.10693435080241,,
India,Noida-port,,,,,,,,62.28881652183882,,
India,Patna-port,,,,,,,,64.11987144382617,,
India,Ranchi-port,,,,,,,,64.10226390626322,,
Indonesia,Yogyakarta,73.33528894255376,91.8394333783764,,56.230596770899524,,,,,,
